"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 01 15:13:11 GMT 2023","Thu Jun 01 15:13:23 GMT 2023","12286","","Test Sign up form from Contact Us page with negative scenario where all fields are filled with incorrect credentials","","","","Verify that ""Thank you for submitting your abuse complaint."" message appears and user is not signed in after submitting Sign up form empty fields, the ""Sign up"" form is triggered after clicking the ""portal"" button on the ""SMS API"" page.",""
"passed","Thu Jun 01 15:07:00 GMT 2023","Thu Jun 01 15:07:29 GMT 2023","29430","","Check ""Number pricing"" form changes depending on selected option in ""Pay as you go"" dropdown on ""Numbers pricing"" page","","","","Verify ""Number pricing"" text changes when switching ""Pay as you go"" dropdown on ""Numbers pricing"" page",""
"passed","Thu Jun 01 15:10:12 GMT 2023","Thu Jun 01 15:10:15 GMT 2023","2971","","Test ""See use cases"" and ""See industries"" buttons functionality on ""Solutions"" page","","","","Verify ""See industries"" button scroll to ""Healthcare"" button and ""See use cases"" button scroll to ""Account notifications"" text and image on the ""Solutions"" page",""
"passed","Thu Jun 01 15:11:25 GMT 2023","Thu Jun 01 15:11:48 GMT 2023","23293","","Test the ""Contact Us"" form with positive scenario, form opened via ""Talk to an expert"" link button from the ""g2-compare"" page","","","","Verify that ""Thank you."" message appears after submitting Contact Us form with valid credentials, the ""Contact Us"" form is triggered after clicking the ""Talk to an expert"" link button on the ""g2-compare"" page.",""
"passed","Thu Jun 01 15:08:33 GMT 2023","Thu Jun 01 15:08:57 GMT 2023","24540","","Test the ""Contact Us"" form with positive scenario, form opened via link from the Global Numbers page","","","","Verify that ""Thank you."" message appears after submitting Contact Us form with valid credentials, the ""Contact Us"" form is triggered after clicking the ""Ask our experts"" button on the ""Global Numbers"" page.",""
"passed","Thu Jun 01 15:09:40 GMT 2023","Thu Jun 01 15:09:55 GMT 2023","14667","","Test the ""Become a Telnyx Partner"" form with positive scenario, form opened via link from the Partnerships page","","","","Verify that ""Thank you."" message appears after submitting ""Become a Telnyx Partner"" form with valid credentials, the ""Become a Telnyx Partner"" form is triggered after clicking the ""Become a partner"" button on the ""Partnerships"" page.",""
"passed","Thu Jun 01 15:12:31 GMT 2023","Thu Jun 01 15:12:34 GMT 2023","3421","","Check that ""Privacy Policy"" link navigate to ""Privacy Policy"" page from the Sign up page","","","","Verify that after clicking on the ""Privacy Policy"" button from the Sign up page the ""Privacy Policy"" text appears.",""
"passed","Thu Jun 01 15:07:59 GMT 2023","Thu Jun 01 15:08:17 GMT 2023","17899","","Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page","","","","Verify that ""The last one step"" message appears after submitting Sign up form with valid credentials, the Sign up form is triggered after clicking the ""Search Numbers"" button on the ""Global Numbers"" page.",""
"passed","Thu Jun 01 15:15:36 GMT 2023","Thu Jun 01 15:15:47 GMT 2023","11023","","Test Sign In form from Sign Up page with negative scenario when all fields are left empty","","","","Verify that ""Required"" message appears and user is not signed in after submitting Sign In form with invalid credentials, the ""Sign In"" form is triggered after clicking the ""Log In"" link button on the ""Sign Up"" page.",""
"failed","Thu Jun 01 15:12:05 GMT 2023","Thu Jun 01 15:12:12 GMT 2023","7746","","Check that ""Telnyxs Terms & Conditions"" link navigate to ""Telnyxs Terms & Conditions"" page from the Sign up page","","","","Verify that after clicking on the ""Telnyxs Terms & Conditions"" button from the Sign up page the ""Telnyxs Terms & Conditions"" text appears.",""
"passed","Thu Jun 01 15:12:47 GMT 2023","Thu Jun 01 15:12:58 GMT 2023","11210","","Test ""Become a Telnyx Partner"" form with negative scenario where all fields are filled with incorrect data","","","","Verify that ""This field is required."" message appears after clicking ""Submit"" button with empty fields, the ""Become a Telnyx Partner"" form is triggered after clicking the ""Become a partner"" button on the ""Partnerships"" page.",""
"passed","Thu Jun 01 15:11:00 GMT 2023","Thu Jun 01 15:11:08 GMT 2023","7891","","Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown","","","","Verify that ""Mission Control Portal"" topic text visibility and ""industry-leading platform"" link-button clickability on ""Mission Control"" page",""
"passed","Thu Jun 01 15:09:12 GMT 2023","Thu Jun 01 15:09:22 GMT 2023","9877","","Chech that ""See pricing"" button navigate to ""Pricing"" page from the ""Global Numbers"" page","","","","Verify that after clicking on the ""See pricing"" button from the Global Numbers page the ""Pay as you go"" and ""Volume-based pricing"" windows appears.",""
"passed","Thu Jun 01 15:10:27 GMT 2023","Thu Jun 01 15:10:47 GMT 2023","19645","","Check that ""Confirm email"" page is loading after clicking ""SUBMIT"" button on Sign Up page with filling the correct data in the required fields, form opened via link from the ""SMS API"" page","","","","Verify that ""The last one step"" message appears and ""Confirm email"" page is loading after clicking ""Submit"" button,  the Sign up form is triggered after clicking the ""portal"" link button on the ""SMS API"" page.",""
"passed","Thu Jun 01 15:13:38 GMT 2023","Thu Jun 01 15:14:02 GMT 2023","23891","","Test Sign In form from Sign Up page with negative scenario where all fields are filled with incorrect credentials","","","","Verify that ""That email and password combinations is not valid ..."" message appears and user is not signed in after submitting Log In form with invalid credentials from Contuct Us page",""
